,review,sentiment
1754,"the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do .",0
1755,"... if you 're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games .",1
1756,"a work of the utmost subtlety and perception , it marks the outstanding feature debut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicity and economy .",1
1757,there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory .,1
1758,... hudlin is stuck trying to light a fire with soggy leaves .,0
1759,"... a haunting vision , with images that seem more like disturbing hallucinations .",0
1760,consists of a plot and jokes done too often by people far more talented than ali g,0
1761,"a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .",1
1762,"the premise is in extremely bad taste , and the film 's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them .",0
1763,imagine a really bad community theater production of west side story without the songs .,0
1764,"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities .",1
1765,"with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious .",0
1766,an afterschool special without the courage of its convictions .,0
1767,uneasy mishmash of styles and genres .,0
1768,"the period -- swinging london in the time of the mods and the rockers -- gets the once-over once again in gangster no. 1 , but falls apart long before the end .",0
1769,earnest falls short of its ideal predecessor largely due to parker 's ill-advised meddling with the timeless source material .,0
1770,tailored to entertain !,1
1771,"in his debut as a film director , denzel washington delivers a lean and engaging work .",1
1772,"the scope of the silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . .",1
1773,"the tone is balanced , reflective and reasonable .",1
1774,"a real story about real people living their lives concerned about the future of an elderly , mentally handicapped family member .",1
1775,"if shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing ?",0
1776,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,1
1777,"an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .",1
1778,fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .,1
1779,the story loses its bite in a last-minute happy ending that 's even less plausible than the rest of the picture .,0
1780,it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .,1
1781,"branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit .",1
1782,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",1
1783,the screenplay sabotages the movie 's strengths at almost every juncture .,0
1784,a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world .,1
1785,he 'd create a movie better than this .,0
1786,my response to the film is best described as lukewarm .,0
1787,diane lane shines in unfaithful .,1
1788,"drags along in a dazed and enervated , drenched-in-the - past numbness .",0
1789,thurman and lewis are hilarious throughout .,1
1790,"extreme oops - oops , ops , no matter how you spell it , it 's still a mistake to go see it .",0
1791,an uneven film dealing with too many problems to be taken seriously .,0
1792,"ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible .",1
1793,... a polished and relatively sincere piece of escapism .,1
1794,"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .",1
1795,aspires for the piquant but only really achieves a sort of ridiculous sourness .,0
1796,"chicago is , in many ways , an admirable achievement .",1
1797,fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,1
1798,a charming yet poignant tale of the irrevocable ties that bind .,1
1799,or some damn thing .,0
1800,"its mysteries are transparently obvious , and it 's too slowly paced to be a thriller .",0
1801,its gross-out gags and colorful set pieces ... are of course stultifyingly contrived and too stylized by half .,0
1802,"there is a refreshing absence of cynicism in stuart little 2 -- quite a rarity , even in the family film market .",1
1803,creepy but ultimately unsatisfying thriller .,0
1804,"without resorting to hyperbole , i can state that kissing jessica stein may be the best same-sex romance i have seen .",1
1805,a sensitive and expertly acted crowd-pleaser that is n't above a little broad comedy and a few unabashedly sentimental tears .,1
1806,the experience of watching blobby old-school cgi animation in this superlarge format is just surreal enough to be diverting .,1
1807,"... too slow , too boring , and occasionally annoying .",0
1808,this is pretty dicey material .,0
1809,the premise is overshadowed by the uberviolence of the clericks as this becomes just another kung-fu sci-fi movie with silly action sequences .,0
